EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,Salary_Capped,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,ReviewYear,RatingGap,YearWeight,X_WorkLifeBalance,X_EnvironmentSatisfaction,X_JobSatisfaction,X_RelationshipSatisfaction,X_TrainingOpportunitiesTaken,X_EngagementRate,T_JobSatisfaction,T_WorkLifeBalance,T_ManagerRating,Experience_SEM
1FE3-22BF,Jinny,Vannet,Female,25,Some Travel,Technology,20,NY,Mixed,Bachelors,Computer Science,Machine Learning Engineer,Married,65642,1,No,2018-11-25,No,4,4,4,0,Mid,65642.0,2014-02-26,5,2,5,3,2,5,3,3,2014,0,2,4.0,4.333333333333333,2.3333333333333335,4.0,1.3333333333333333,3.2,-0.9999999999999997,2.9999999999999996,-0.9999999999999997,3.2
200B-1979,Jamie,Sarll,Male,50,Frequent Traveller,Technology,43,CA,White,Bachelors,Information Systems,Engineering Manager,Divorced,339245,2,No,2019-08-26,No,3,0,0,1,Junior,339245.0,2022-02-23,3,4,5,3,2,2,3,2,2022,-1,10,2.9473684210526314,3.9473684210526314,3.0526315789473686,4.052631578947368,2.0,3.2,1.9999999999999993,-1.9999999999999993,0.0,3.2
205B-4D34,Cris,Jeram,Male,41,Frequent Traveller,Human Resources,39,CA,Mixed,No Formal Qualifications,Human Resources,HR Executive,Single,79990,0,No,2014-06-29,No,8,5,5,8,Senior,79990.0,2022-07-24,4,3,3,1,1,4,5,5,2022,0,10,3.111111111111111,3.6666666666666665,3.2222222222222223,3.2,0.9333333333333333,2.8266666666666667,-0.2857142857142857,-0.1428571428571429,0.2571428571428572,2.8266666666666667
20BA-5868,Mallissa,Buzine,Non-Binary,19,Some Travel,Sales,29,CA,White,No Formal Qualifications,Marketing,Sales Representative,Single,29673,1,No,2021-03-27,Yes,0,0,0,0,Junior,29673.0,2022-01-22,3,3,5,1,2,2,5,5,2022,0,10,3.462962962962963,2.9074074074074074,3.314814814814815,3.6666666666666665,1.037037037037037,2.8777777777777773,0.08333333333333334,-0.08333333333333336,-0.06666666666666668,2.8777777777777773
20CA-404E,Kali,Jeppe,Female,25,Some Travel,Technology,13,IL,White,Bachelors,Information Systems,Analytics Manager,Married,211401,0,No,2016-07-17,No,6,1,1,3,Junior,211401.0,2022-04-03,3,4,3,3,1,2,5,5,2022,0,10,3.235294117647059,3.411764705882353,3.6470588235294117,2.9705882352941178,0.29411764705882354,2.711764705882353,-0.6999999999999998,-0.10000000000000006,0.29999999999999993,2.711764705882353
211E-BC82,Britt,Ritchley,Female,28,Frequent Traveller,Technology,6,CA,White,No Formal Qualifications,Information Systems,Software Engineer,Divorced,47148,2,No,2013-11-09,No,9,3,8,8,Mid,47148.0,2022-12-29,3,3,3,2,3,1,4,3,2022,-1,10,2.7755102040816326,3.836734693877551,2.9183673469387754,3.2448979591836733,1.9387755102040816,2.9428571428571426,0.1071428571428571,-0.3928571428571428,-0.14285714285714285,2.9428571428571426
217C-7180,Hale,Patty,Male,20,Some Travel,Technology,27,IL,White,No Formal Qualifications,Business Studies,Data Scientist,Single,27141,0,No,2021-05-15,No,1,1,1,1,Junior,27141.0,2022-06-13,5,2,5,1,0,5,3,3,2022,0,10,5.0,5.0,2.0,5.0,0.0,3.4,0.0,0.0,0.0,3.4
218E-AB6F,Mickie,D'Abbot-Doyle,Male,42,Some Travel,Technology,28,CA,White,Bachelors,Computer Science,Engineering Manager,Single,380905,0,No,2021-02-06,No,1,0,1,1,Junior,380905.0,2022-11-23,5,5,5,3,3,4,4,3,2022,-1,10,4.0,5.0,5.0,5.0,3.0,4.4,0.0,0.0,0.0,4.4
21B3-8491,Nicky,Janssens,Male,42,Some Travel,Technology,37,CA,Black,Masters,Computer Science,Analytics Manager,Married,244114,1,No,2013-05-28,No,9,6,7,0,Senior,244114.0,2022-03-01,4,3,2,2,1,4,5,5,2022,0,10,3.9183673469387754,4.020408163265306,3.7551020408163267,3.4489795918367347,0.9183673469387755,3.2122448979591836,-0.17857142857142852,-0.14285714285714282,0.24999999999999994,3.2122448979591836
21C8-00EC,Geoff,Veschambre,Male,22,Some Travel,Technology,37,IL,Asian,High School,Information Systems,Senior Software Engineer,Divorced,52314,2,No,2018-05-25,No,4,0,3,0,Junior,52314.0,2022-04-11,3,5,3,1,1,5,3,2,2022,-1,10,4.074074074074074,3.925925925925926,3.4444444444444446,4.2592592592592595,1.2962962962962963,3.4,1.4999999999999998,0.9999999999999997,-1.4999999999999998,3.4
21CB-EF3E,Eleanora,Thornbarrow,Female,36,Some Travel,Technology,4,CA,White,Bachelors,Information Systems,Senior Software Engineer,Single,208338,0,No,2012-04-07,No,10,10,10,1,Senior,208338.0,2022-10-21,3,3,3,1,1,2,3,3,2022,0,10,3.076923076923077,3.8846153846153846,3.75,3.1538461538461537,0.6346153846153846,2.9,-0.15476190476190482,-0.059523809523809514,0.07142857142857148,2.9
2219-56CA,Sloane,Shera,Non-Binary,28,Some Travel,Sales,38,IL,Mixed,Bachelors,Marketing,Sales Executive,Divorced,185380,1,No,2015-09-21,Yes,5,2,5,3,Mid,185380.0,2022-02-19,3,3,3,3,2,5,5,4,2022,-1,10,3.5090909090909093,3.8181818181818183,3.418181818181818,3.272727272727273,1.1272727272727272,3.0290909090909093,0.012121212121212142,0.2060606060606061,0.09090909090909091,3.0290909090909093
2250-86C5,Desmond,O'Fallone,Prefer Not To Say,41,Some Travel,Sales,33,NY,Native American,No Formal Qualifications,Marketing,Sales Executive,Divorced,119592,1,Yes,2014-05-06,No,8,7,8,2,Senior,119592.0,2022-10-14,1,1,1,2,0,3,3,3,2022,0,10,3.488888888888889,3.8,3.466666666666667,3.888888888888889,1.1555555555555554,3.16,-0.08571428571428563,-0.028571428571428557,0.057142857142857155,3.16
22FF-9076,Eleanore,Attenbrough,Female,27,Some Travel,Sales,36,CA,Asian,Bachelors,Technical Degree,Sales Executive,Divorced,173994,1,No,2016-07-23,No,6,1,5,6,Junior,173994.0,2022-06-16,5,3,3,2,0,5,4,3,2022,-1,10,3.1176470588235294,4.323529411764706,2.7058823529411766,3.9705882352941178,0.6764705882352942,2.958823529411765,-0.3,0.7999999999999999,-0.4999999999999999,2.958823529411765
2374-7581,Brian,Josskovitz,Male,25,Some Travel,Technology,1,NY,Asian,Masters,Information Systems,Senior Software Engineer,Married,72840,0,No,2015-04-23,No,7,6,6,0,Senior,72840.0,2022-01-18,5,5,3,2,1,2,4,3,2022,-1,10,3.35,3.7,4.275,2.75,1.625,3.14,0.30000000000000004,-0.19999999999999987,0.0,3.14
23E6-A67A,Faun,Gosson,Non-Binary,19,Some Travel,Technology,25,CA,White,High School,Other,Machine Learning Engineer,Single,50352,0,Yes,2021-01-02,No,1,1,1,1,Junior,50352.0,2022-06-22,5,5,5,2,1,2,5,4,2022,-1,10,2.0,5.0,5.0,5.0,1.0,3.6,0.0,0.0,0.0,3.6
23FC-93A5,Marinna,Snalham,Female,26,Some Travel,Technology,2,CA,White,Masters,Information Systems,Software Engineer,Single,55565,0,No,2016-02-22,No,6,6,6,4,Senior,55565.0,2022-04-23,4,5,5,2,0,3,5,4,2022,-1,10,3.7058823529411766,3.264705882352941,3.588235294117647,3.9411764705882355,0.9411764705882353,3.088235294117647,0.5999999999999998,-0.29999999999999993,0.6999999999999998,3.088235294117647
2407-5A4E,Butch,Quinby,Male,40,Some Travel,Technology,22,CA,Black,No Formal Qualifications,Business Studies,Data Scientist,Married,38849,1,No,2014-06-06,No,8,6,6,3,Senior,38849.0,2022-11-04,4,2,4,2,0,2,3,3,2022,0,10,3.2888888888888888,4.311111111111111,2.8222222222222224,3.311111111111111,0.4666666666666667,2.8400000000000003,-0.45714285714285713,-0.11428571428571428,0.05714285714285716,2.8400000000000003
242A-4FA0,Nowell,Prettyjohns,Male,25,Some Travel,Technology,2,CA,Black,Masters,Computer Science,Software Engineer,Divorced,73825,1,Yes,2016-11-02,No,6,1,4,4,Junior,73825.0,2022-05-24,3,3,4,1,0,2,5,5,2022,0,10,2.4705882352941178,3.264705882352941,3.1470588235294117,3.7058823529411766,1.3529411764705883,2.7882352941176474,-0.6999999999999997,-0.19999999999999996,0.29999999999999993,2.7882352941176474
246E-3383,Jamesy,Barnardo,Male,26,Some Travel,Sales,16,CA,Black,High School,Marketing,Sales Executive,Single,113512,0,No,2015-12-25,No,7,3,7,6,Mid,113512.0,2018-07-15,3,5,4,2,1,2,4,3,2018,-1,6,2.8,3.9,3.25,3.85,1.3,3.02,0.5,4.5765876856059633e-17,-0.10000000000000003,3.02
24DD-6D7C,Leshia,Jenking,Female,24,Some Travel,Technology,34,IL,Mixed,Bachelors,Computer Science,Machine Learning Engineer,Married,78242,1,No,2019-03-07,No,3,0,3,2,Junior,78242.0,2022-06-26,3,2,2,3,1,2,4,3,2022,-1,10,2.473684210526316,3.0,2.9473684210526314,2.473684210526316,1.4736842105263157,2.473684210526316,-1.9999999999999993,-0.9999999999999997,-0.9999999999999997,2.473684210526316
24FA-A637,Giordano,Baum,Non-Binary,22,Some Travel,Technology,10,NY,Asian,Masters,Computer Science,Data Scientist,Married,28953,1,No,2019-08-01,No,3,1,1,1,Junior,28953.0,2021-12-31,5,3,2,1,0,2,5,5,2021,0,9,2.0,4.0588235294117645,3.9411764705882355,2.4705882352941178,0.9411764705882353,2.682352941176471,-1.9999999999999993,0.0,2.9999999999999996,2.682352941176471
2523-EFD4,Vanny,Ruggen,Female,34,Some Travel,Technology,14,NY,White,High School,Information Systems,Senior Software Engineer,Single,154405,0,No,2013-05-27,No,9,7,7,1,Senior,154405.0,2022-05-17,3,3,4,3,2,2,5,4,2022,-1,10,2.9591836734693877,3.163265306122449,3.020408163265306,3.0408163265306123,1.6734693877551021,2.7714285714285714,0.28571428571428564,-0.32142857142857134,-0.10714285714285711,2.7714285714285714
2546-1312,Carlos,Galia,Male,25,Frequent Traveller,Technology,20,NY,Native American,Bachelors,Information Systems,Data Scientist,Single,61054,0,No,2017-06-24,No,5,0,1,0,Junior,61054.0,2022-09-02,4,5,3,2,1,2,4,4,2022,0,10,2.7941176470588234,4.470588235294118,3.6176470588235294,3.7941176470588234,1.4705882352941178,3.2294117647058824,0.7999999999999998,0.3000000000000001,0.09999999999999998,3.2294117647058824
2551-DD9B,Quintana,Di Franceshci,Female,33,Some Travel,Technology,40,IL,Black,Masters,Computer Science,Senior Software Engineer,Single,181244,0,No,2014-01-15,No,8,4,8,8,Mid,181244.0,2019-03-13,5,2,4,3,3,4,5,4,2019,-1,7,3.0357142857142856,4.214285714285714,3.0357142857142856,2.7142857142857144,1.4642857142857142,2.892857142857143,-0.3928571428571428,0.035714285714285685,-0.14285714285714285,2.892857142857143
257B-8130,Erastus,Pennings,Male,26,Some Travel,Technology,41,NY,Mixed,Bachelors,Computer Science,Senior Software Engineer,Divorced,47676,1,No,2015-07-20,No,7,4,6,1,Mid,47676.0,2022-01-28,3,4,4,1,3,4,4,3,2022,-1,10,3.9,3.425,3.65,3.775,1.375,3.225,0.19999999999999998,0.4,-0.10000000000000006,3.225
259B-6C50,Raddie,Ballance,Male,27,Some Travel,Sales,27,CA,Other,Doctorate,Marketing,Sales Executive,Divorced,45880,1,Yes,2016-02-03,No,6,1,4,0,Junior,45880.0,2022-05-29,4,3,2,1,3,3,4,4,2022,0,10,2.5,3.5588235294117645,3.088235294117647,2.8823529411764706,1.088235294117647,2.623529411764706,0.5999999999999998,2.806606194937811e-17,-0.09999999999999995,2.623529411764706
25F5-0EAF,Amargo,Briddock,Non-Binary,26,Some Travel,Sales,38,CA,Mixed,Bachelors,Technical Degree,Sales Executive,Divorced,104898,1,No,2016-10-16,No,6,5,5,1,Senior,104898.0,2022-03-20,4,5,2,2,1,3,3,3,2022,0,10,3.2058823529411766,3.235294117647059,3.3529411764705883,3.1176470588235294,0.5,2.682352941176471,0.7,-0.3,-2.806606194937811e-17,2.682352941176471
2637-BDCD,Davin,Nutley,Male,21,Some Travel,Technology,35,IL,Black,Bachelors,Computer Science,Data Scientist,Divorced,51682,1,No,2019-06-15,No,3,1,3,0,Junior,51682.0,2022-01-01,5,5,3,2,1,2,5,4,2022,-1,10,3.4210526315789473,5.0,3.5789473684210527,3.9473684210526314,0.5263157894736842,3.294736842105263,2.9999999999999996,-2.9999999999999996,0.0,3.294736842105263
267F-F71D,Liuka,Attenbrough,Female,27,Some Travel,Technology,40,CA,Asian,Masters,Information Systems,Senior Software Engineer,Married,112728,1,No,2015-02-18,No,7,5,6,4,Senior,112728.0,2022-08-21,5,2,3,3,0,3,4,4,2022,0,10,3.475,4.5,3.6,4.175,0.925,3.335,7.092334654213315e-18,-0.5,4.5765876856059633e-17,3.335
2698-A448,Linoel,Rambadt,Male,43,Some Travel,Technology,40,CA,Black,Bachelors,Information Systems,Software Engineer,Single,63511,0,No,2014-12-31,No,8,5,7,4,Senior,63511.0,2021-10-26,4,3,3,2,0,1,3,3,2021,0,9,1.8571428571428572,4.285714285714286,3.5428571428571427,3.1714285714285713,0.5428571428571428,2.6799999999999997,-0.20000000000000004,-0.5000000000000002,-0.3,2.6799999999999997
26DF-1241,Hebert,Drewes,Male,23,Some Travel,Sales,33,NY,White,Bachelors,Economics,Sales Representative,Married,30477,1,No,2018-02-20,No,4,2,3,3,Mid,30477.0,2022-05-15,3,2,2,1,1,5,4,4,2022,0,10,3.7037037037037037,3.6666666666666665,2.2962962962962963,3.5555555555555554,1.0,2.844444444444444,-0.49999999999999983,0.5000000000000001,-6.988925454103805e-17,2.844444444444444
277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other,Masters,Information Systems,Machine Learning Engineer,Single,272175,0,No,2012-01-12,No,10,7,8,2,Senior,272175.0,2021-10-02,3,3,3,1,0,5,4,4,2021,0,9,3.272727272727273,3.2954545454545454,3.5454545454545454,3.5454545454545454,1.2727272727272727,2.9863636363636363,0.04761904761904761,0.023809523809523784,0.07142857142857145,2.9863636363636363
278C-D482,Flora,Flounders,Female,26,No Travel,Technology,20,NY,Mixed,Bachelors,Business Studies,Software Engineer,Divorced,28751,2,No,2015-06-15,No,7,6,6,2,Senior,28751.0,2022-10-13,4,2,5,2,0,5,4,4,2022,0,10,3.825,3.65,2.625,3.25,1.15,2.9,-0.7000000000000002,0.09999999999999996,0.2,2.9
2796-828F,Bar,Dunphy,Male,22,No Travel,Sales,17,CA,Mixed,Bachelors,Marketing,Sales Executive,Married,58270,1,No,2019-02-02,No,3,1,1,1,Junior,58270.0,2022-01-14,5,5,5,2,0,2,5,5,2022,0,10,2.9473684210526314,5.0,3.5789473684210527,3.5789473684210527,0.0,3.0210526315789474,2.9999999999999996,-1.9999999999999993,1.9999999999999993,3.0210526315789474
279C-7342,Amelita,Liveley,Non-Binary,29,Frequent Traveller,Sales,31,CA,White,Masters,Marketing,Sales Executive,Married,100925,1,Yes,2013-08-08,Yes,3,1,1,1,Junior,100925.0,2022-02-11,3,2,4,1,1,4,4,4,2022,0,10,3.5272727272727273,3.618181818181818,3.0727272727272728,3.727272727272727,1.1818181818181819,3.0254545454545454,-0.15151515151515152,0.018181818181818177,-0.0666666666666667,3.0254545454545454
27CD-A6BF,Fabiano,Edkins,Male,27,Some Travel,Technology,44,CA,Mixed,Bachelors,Computer Science,Software Engineer,Single,45276,0,Yes,2015-12-12,No,7,6,6,2,Senior,45276.0,2019-07-31,4,4,2,3,2,4,4,3,2019,-1,7,4.2,4.16,4.36,3.0,1.44,3.432,-0.09999999999999999,0.5000000000000002,4.5765876856059633e-17,3.432
284C-8CB0,Dennison,Mouncey,Male,22,Frequent Traveller,Technology,15,NY,Native American,Masters,Computer Science,Software Engineer,Single,40115,0,No,2019-02-01,No,3,3,3,0,Mid,40115.0,2022-03-19,4,5,4,1,0,4,3,3,2022,0,10,3.526315789473684,4.473684210526316,4.052631578947368,3.526315789473684,0.9473684210526315,3.3052631578947365,1.9999999999999993,0.9999999999999997,-1.9999999999999993,3.3052631578947365
2857-A950,Chauncey,Golt,Male,24,Some Travel,Sales,13,CA,Mixed,High School,Economics,Sales Executive,Married,64852,1,No,2017-03-05,No,5,1,5,2,Junior,64852.0,2022-12-27,4,4,3,2,0,4,5,5,2022,0,10,3.5588235294117645,4.235294117647059,3.264705882352941,3.911764705882353,0.6470588235294118,3.123529411764706,0.09999999999999996,0.3999999999999999,0.3999999999999999,3.123529411764706
28EA-A010,Meara,Mahony,Female,26,Some Travel,Sales,2,CA,Asian,High School,Marketing,Sales Executive,Single,149390,0,Yes,2016-08-15,Yes,3,1,1,2,Junior,149390.0,2022-01-14,3,3,4,3,1,2,4,3,2022,-1,10,3.109090909090909,3.3454545454545452,3.1454545454545455,4.0,1.018181818181818,2.9236363636363634,-0.103030303030303,-0.1272727272727273,-0.04242424242424242,2.9236363636363634
28F4-8367,Conny,Iveans,Non-Binary,25,Some Travel,Technology,4,CA,Mixed,Bachelors,Business Studies,Machine Learning Engineer,Divorced,39456,2,No,2017-04-15,No,5,1,5,4,Junior,39456.0,2022-05-09,3,5,2,1,0,2,3,2,2022,-1,10,2.6176470588235294,3.411764705882353,3.6176470588235294,2.8529411764705883,0.5,2.6,0.7999999999999998,-0.8999999999999999,-0.19999999999999996,2.6
291F-B604,Sebastien,Lanmeid,Male,26,Some Travel,Technology,3,NY,Black,Masters,Information Systems,Data Scientist,Divorced,28952,1,Yes,2016-10-22,Yes,0,0,0,0,Junior,28952.0,2022-05-07,3,4,5,3,2,4,3,2,2022,-1,10,3.727272727272727,3.8363636363636364,3.5272727272727273,3.8727272727272726,1.1818181818181819,3.229090909090909,-0.048484848484848464,-0.048484848484848485,-0.01818181818181813,3.229090909090909
2926-D386,Son,Crowther,Male,24,Some Travel,Technology,36,IL,Black,Bachelors,Information Systems,Machine Learning Engineer,Single,93015,0,Yes,2019-08-14,No,3,0,2,2,Junior,93015.0,2022-09-11,2,3,4,3,1,1,5,5,2022,0,10,2.4210526315789473,2.9473684210526314,3.9473684210526314,4.473684210526316,1.0,2.9578947368421056,-1.9999999999999993,-2.9999999999999996,0.0,2.9578947368421056
2937-EB65,Jarred,Stoddard,Male,24,Some Travel,Sales,16,CA,Mixed,Bachelors,Marketing,Sales Executive,Single,116132,0,No,2018-08-20,No,4,1,4,1,Junior,116132.0,2022-06-21,4,4,4,2,0,3,4,3,2022,-1,10,3.6296296296296298,3.3703703703703702,4.0,3.6666666666666665,0.0,2.933333333333333,0.0,-0.49999999999999983,0.49999999999999983,2.933333333333333
296A-A685,Dina,Paice,Female,27,No Travel,Technology,34,CA,Asian,High School,Business Studies,Data Scientist,Single,30783,0,No,2015-02-03,No,7,7,7,2,Senior,30783.0,2022-11-29,4,1,3,2,0,4,4,4,2022,0,10,3.7,3.75,2.175,3.9,0.7,2.8449999999999998,-0.09999999999999996,0.39999999999999997,0.2,2.8449999999999998
29C2-1A3F,Wilone,Vautrey,Female,30,Some Travel,Technology,32,CA,White,Bachelors,Information Systems,Senior Software Engineer,Married,158656,1,No,2019-12-25,Yes,2,1,1,2,Junior,158656.0,2022-05-25,4,1,2,2,0,1,3,3,2022,0,10,3.314814814814815,3.925925925925926,2.7777777777777777,3.037037037037037,0.46296296296296297,2.703703703703704,-0.30000000000000004,-0.016666666666666663,0.049999999999999996,2.703703703703704
29F6-C6CA,Micky,Beville,Female,35,Frequent Traveller,Sales,43,CA,Black,High School,Economics,Sales Representative,Married,46112,1,No,2014-04-11,No,8,6,7,2,Senior,46112.0,2022-07-12,3,4,2,3,0,3,5,4,2022,-1,10,3.511111111111111,4.0,3.488888888888889,3.466666666666667,0.7333333333333333,3.04,-0.02857142857142858,0.02857142857142858,0.2571428571428572,3.04
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black,Doctorate,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,Junior,372980.0,2022-11-10,4,4,5,3,1,3,5,5,2022,0,10,3.020408163265306,4.224489795918367,3.693877551020408,4.183673469387755,0.7755102040816326,3.179591836734694,0.21428571428571427,-0.21428571428571427,0.28571428571428564,3.179591836734694
2A20-28CD,Dody,Stiggles,Female,38,Frequent Traveller,Technology,2,CA,White,Masters,Computer Science,Data Scientist,Single,58828,0,No,2014-08-11,No,8,7,8,0,Senior,58828.0,2022-07-14,4,4,4,1,0,2,4,3,2022,-1,10,2.688888888888889,3.488888888888889,3.3777777777777778,4.133333333333334,0.5777777777777777,2.8533333333333335,0.5428571428571429,0.05714285714285717,0.14285714285714285,2.8533333333333335
2A89-93B6,Lissy,Schimek,Female,24,Some Travel,Technology,13,NY,White,Masters,Computer Science,Data Scientist,Single,30117,0,No,2018-08-21,Yes,3,1,1,2,Junior,30117.0,2022-08-15,3,4,2,1,1,5,5,4,2022,-1,10,3.6296296296296298,4.2592592592592595,3.5925925925925926,3.1481481481481484,0.4444444444444444,3.014814814814815,-0.06666666666666665,0.16666666666666669,0.08333333333333336,3.014814814814815
2A9F-6BD2,Murdock,Shayes,Male,29,Some Travel,Sales,39,NY,White,No Formal Qualifications,Marketing,Sales Executive,Divorced,183768,1,Yes,2019-02-25,No,3,3,3,0,Mid,183768.0,2022-11-12,4,2,4,2,1,2,4,4,2022,0,10,2.473684210526316,4.473684210526316,3.4210526315789473,4.0,1.4736842105263157,3.1684210526315786,-2.9999999999999996,-0.9999999999999997,0.0,3.1684210526315786
2B08-7D3D,Roderic,Daddow,Male,45,Some Travel,Sales,19,IL,White,Masters,Marketing,Sales Representative,Married,47326,1,No,2012-02-29,No,10,10,10,10,Senior,47326.0,2022-08-09,4,4,2,1,2,2,4,3,2022,-1,10,2.923076923076923,4.038461538461538,3.1923076923076925,3.5576923076923075,0.9230769230769231,2.9269230769230767,-0.07142857142857151,0.059523809523809576,0.023809523809523815,2.9269230769230767
2B5B-7A52,Matti,Liversley,Female,23,Some Travel,Sales,35,CA,White,Bachelors,Economics,Sales Executive,Divorced,45518,1,Yes,2019-12-12,No,3,3,3,2,Mid,45518.0,2015-01-06,3,5,5,3,3,5,3,3,2015,0,3,5.0,3.0,5.0,5.0,3.0,4.2,0.0,0.0,0.0,4.2
2B70-5A31,Justinian,Ladell,Male,25,Some Travel,Technology,17,NY,Mixed,Bachelors,Computer Science,Software Engineer,Married,44082,0,No,2017-07-25,No,5,1,3,0,Junior,44082.0,2022-06-06,4,5,3,3,1,3,4,3,2022,-1,10,3.3333333333333335,4.0,3.740740740740741,2.6666666666666665,1.2962962962962963,3.007407407407407,1.0,-4.886831086417666e-17,-0.9999999999999996,3.007407407407407
2B7A-9C73,Bryanty,Wickersley,Non-Binary,45,Frequent Traveller,Technology,17,CA,White,Masters,Computer Science,Machine Learning Engineer,Single,123619,0,Yes,2013-05-01,No,9,7,9,2,Senior,123619.0,2022-06-28,5,3,4,3,1,2,5,4,2022,-1,10,3.0,4.081632653061225,3.4693877551020407,3.5306122448979593,0.7755102040816326,2.971428571428571,0.07142857142857141,2.3806680489045002e-17,0.17857142857142852,2.971428571428571
2BCE-F73C,Mort,Alliston,Male,23,Frequent Traveller,Sales,26,CA,Asian,Masters,Marketing,Sales Executive,Single,68046,0,No,2018-06-01,No,4,4,4,2,Mid,68046.0,2022-05-15,3,5,4,1,0,3,5,4,2022,-1,10,3.037037037037037,3.5925925925925926,3.111111111111111,3.3333333333333335,1.2962962962962963,2.8740740740740742,1.4999999999999998,0.4999999999999998,-0.4999999999999999,2.8740740740740742
2BD8-20A6,Berna,Patnelli,Female,35,Frequent Traveller,Technology,38,NY,Mixed,Doctorate,Information Systems,Engineering Manager,Single,310285,0,Yes,2017-11-30,No,5,4,4,3,Mid,310285.0,2022-04-07,3,2,3,1,1,3,3,3,2022,0,10,3.259259259259259,3.3333333333333335,3.0,2.6666666666666665,1.0,2.6518518518518515,-2.346337633521146e-16,-0.9999999999999993,0.4999999999999998,2.6518518518518515
2BEA-43B2,Clay,Carabine,Male,48,Some Travel,Technology,44,IL,White,No Formal Qualifications,Computer Science,Software Engineer,Single,103198,0,No,2013-04-03,No,9,7,9,2,Senior,103198.0,2022-11-27,5,3,5,1,0,2,4,4,2022,0,10,3.6122448979591835,4.714285714285714,3.0816326530612246,3.6122448979591835,1.0,3.204081632653061,0.14285714285714282,-0.17857142857142855,-0.21428571428571422,3.204081632653061
2C0F-AAE2,Norton,Rigolle,Non-Binary,35,Some Travel,Technology,19,CA,Native American,High School,Information Systems,Senior Software Engineer,Married,187372,0,Yes,2019-05-16,No,3,1,1,2,Junior,187372.0,2022-08-05,5,4,2,2,1,2,3,3,2022,0,10,2.9473684210526314,5.0,4.0,2.9473684210526314,0.5263157894736842,3.0842105263157897,0.0,-1.9999999999999993,0.0,3.0842105263157897
2C7D-F9F1,Jaye,Coxhell,Male,30,Some Travel,Technology,45,CA,White,High School,Business Studies,Machine Learning Engineer,Single,262409,0,No,2013-12-20,No,9,8,9,8,Senior,262409.0,2022-09-30,2,2,1,2,1,4,4,4,2022,0,10,3.7346938775510203,3.5510204081632653,3.061224489795918,2.9183673469387754,1.0408163265306123,2.8612244897959185,-0.14285714285714282,0.03571428571428572,5.680419223082575e-18,2.8612244897959185
2CA8-4E1B,Nicoline,Pote,Non-Binary,23,Some Travel,Technology,7,NY,Asian,Bachelors,Business Studies,Software Engineer,Single,28753,0,No,2017-05-02,Yes,2,1,1,0,Junior,28753.0,2022-05-05,5,3,5,1,0,2,3,3,2022,0,10,3.3454545454545452,4.054545454545455,2.8545454545454545,3.4,0.9272727272727272,2.9163636363636365,0.03636363636363638,0.030303030303030307,-0.14545454545454548,2.9163636363636365
2D04-D0A5,Rosaline,Ferrieri,Female,29,Frequent Traveller,Sales,13,CA,White,Bachelors,Marketing,Sales Executive,Married,126008,1,No,2020-12-16,No,2,2,2,1,Mid,126008.0,2022-02-19,3,3,3,1,0,2,5,5,2022,0,10,2.0,3.0,3.0,3.0,0.0,2.2,0.0,0.0,0.0,2.2
2D25-CAE8,Marcos,Bowkett,Male,22,Some Travel,Sales,29,IL,Mixed,High School,Economics,Sales Executive,Divorced,58992,1,Yes,2019-07-02,No,3,3,3,2,Mid,58992.0,2022-04-18,3,3,2,1,1,3,4,4,2022,0,10,3.0,3.9473684210526314,3.9473684210526314,2.0,1.0,2.778947368421053,-1.9999999999999993,0.0,0.0,2.778947368421053
2D85-ABDD,Myrtie,Tythe,Female,33,No Travel,Sales,29,IL,White,Bachelors,Economics,Sales Executive,Married,65094,0,No,2014-06-20,No,8,8,8,0,Senior,65094.0,2022-04-01,5,2,3,1,2,4,4,4,2022,0,10,3.688888888888889,4.111111111111111,3.7333333333333334,3.7333333333333334,1.4,3.333333333333333,-0.2571428571428571,-0.37142857142857155,0.22857142857142856,3.333333333333333
2DD1-FD7F,Godart,Burgwin,Male,22,Some Travel,Technology,3,CA,Other,Bachelors,Computer Science,Data Scientist,Single,34753,0,Yes,2018-07-18,Yes,1,0,0,0,Junior,34753.0,2022-09-01,5,3,3,2,2,4,4,3,2022,-1,10,3.5555555555555554,3.962962962962963,3.6296296296296298,4.0,1.2962962962962963,3.288888888888889,-0.13333333333333336,-0.10000000000000003,-0.1166666666666667,3.288888888888889
